id,企划,资源类型,系列,名称,别名,年份,格式,大小,网盘路径,分享链接,提取码,有效期,状态,更新时间,排序值
resource-b20c8b70db11,灰姑娘女孩,CD,其他找不到的可能在这里,2022.07.06 [PRCL-10213] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land SPECIAL LIVE ALBUM,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.07.06 [PRCL-10213] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Celebration Land SPECIAL LIVE ALBUM,,imas,永久,待分享,,8790
resource-063d45ec2dbd,灰姑娘女孩,CD,其他找不到的可能在这里,2022.09.03 [SACX-1085] THE iDOLM@STER CINDERELLA GIRLS LIKE4LIVE #cg_ootd,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.09.03 [SACX-1085] THE iDOLM@STER CINDERELLA GIRLS LIKE4LIVE #cg_ootd,,imas,永久,待分享,,8800
resource-2067d5c6f272,灰姑娘女孩,CD,其他找不到的可能在这里,2022.10.12 [PRCL-10218] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land SPECIAL LIVE ALBUM,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.10.12 [PRCL-10218] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! CosmoStar Land SPECIAL LIVE ALBUM,,imas,永久,待分享,,8810
resource-0a16fa16dafa,灰姑娘女孩,CD,其他找不到的可能在这里,2022.10.12 [PRCL-10219] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Tropical Land SPECIAL LIVE ALBUM,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.10.12 [PRCL-10219] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND TOUR!!! Tropical Land SPECIAL LIVE ALBUM,,imas,永久,待分享,,8820
resource-846803061458,灰姑娘女孩,CD,其他找不到的可能在这里,2022.11.26 [SACX-1086] THE iDOLM@STER CINDERELLA GIRLS Twinkle LIVE Constellation Gradation,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.11.26 [SACX-1086] THE iDOLM@STER CINDERELLA GIRLS Twinkle LIVE Constellation Gradation,,imas,永久,待分享,,8830
resource-96bac911d534,灰姑娘女孩,CD,其他找不到的可能在这里,2022.12.27 [PRCL-10222] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND!!! SPECIAL LIVE ALBUM,,2022,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2022.12.27 [PRCL-10222] THE iDOLM@STER CINDERELLA GIRLS 10th ANNIVERSARY M@GICAL WONDERLAND!!! SPECIAL LIVE ALBUM,,imas,永久,待分享,,8840
resource-66d8f5f4b105,灰姑娘女孩,CD,其他找不到的可能在这里,2023.04.19 [PRCL-10230] THE iDOLM@STER CINDERELLA GIRLS LIKE4LIVE #cg_ootd SPECIAL LIVE ALBUM,,2023,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2023.04.19 [PRCL-10230] THE iDOLM@STER CINDERELLA GIRLS LIKE4LIVE #cg_ootd SPECIAL LIVE ALBUM,,imas,永久,待分享,,8850
resource-ffaca97f34e2,灰姑娘女孩,CD,其他找不到的可能在这里,2023.06.10 [SACX-1089] THE iDOLM@STER CINDERELLA GIRLS 燿城夜祭 -かがやきよまつり-,,2023,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2023.06.10 [SACX-1089] THE iDOLM@STER CINDERELLA GIRLS 燿城夜祭 -かがやきよまつり-,,imas,永久,待分享,,8860
resource-4877034bcab3,灰姑娘女孩,CD,其他找不到的可能在这里,2023.08.30 [CYGX-00016] THE iDOLM@STER CINDERELLA GIRLS U149 Vol.2 Bonus CD,,2023,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/其他找不到的可能在这里/2023.08.30 [CYGX-00016] THE iDOLM@STER CINDERELLA GIRLS U149 Vol.2 Bonus CD,,imas,永久,待分享,,8870
resource-02d2476fc1a2,灰姑娘女孩,CD,其他,特别感谢 nemuri大佬的自购与整理（内附种子）,,,ZIP,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/特别感谢 nemuri大佬的自购与整理（内附种子）.zip,,imas,永久,待分享,,8880
resource-276bd3a3a8a6,灰姑娘女孩,CD,Digital Media,202602 SOLO new albumart,,,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/Digital Media/202602 SOLO new albumart,https://pan.baidu.com/netdisk/share?surl=vwYZe7RctkI6vSVA6XhwVw&pwd=imas,imas,永久,可用,2026-07-16,8890
resource-b44896dfb298,灰姑娘女孩,CD,Digital Media,202605 シンデレラNo.1,,,FLAC,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/灰姑娘女孩CD/Digital Media/202605 シンデレラNo.1,https://pan.baidu.com/netdisk/share?surl=vu3Fszzk6UoA1uLQr7LHoQ&pwd=imas,imas,永久,可用,2026-07-16,8900
resource-68327fa100ba,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[160330] ORIGINAL SOUNDTRACK [24bit_96kHz] (flac),,2016,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[160330] ORIGINAL SOUNDTRACK [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8910
resource-28074872f3b2,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170324] ANIMATION PROJECT 00 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170324] ANIMATION PROJECT 00 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8920
resource-1184c9ab67e9,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170324] ANIMATION PROJECT 01 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170324] ANIMATION PROJECT 01 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8930
resource-75ff584441bd,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170526] ANIMATION PROJECT 02 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170526] ANIMATION PROJECT 02 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8940
resource-9e3ee4ad91f9,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170623] ANIMATION PROJECT 03 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170623] ANIMATION PROJECT 03 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8950
resource-62ded01444ab,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170623] ANIMATION PROJECT 04 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170623] ANIMATION PROJECT 04 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8960
resource-fa9e44e0ebe0,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170728] ANIMATION PROJECT 05 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170728] ANIMATION PROJECT 05 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8970
resource-50e18f51afbb,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170728] ANIMATION PROJECT 06 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170728] ANIMATION PROJECT 06 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8980
resource-c7dd5dc9da88,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170825] ANIMATION PROJECT 07 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170825] ANIMATION PROJECT 07 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,8990
resource-d8d6e1b7a9b2,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170825] ANIMATION PROJECT 08 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170825] ANIMATION PROJECT 08 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9000
resource-79a30848e69c,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[170922] ANIMATION PROJECT 2nd Season 01 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[170922] ANIMATION PROJECT 2nd Season 01 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9010
resource-ad299fe7ae34,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[171027] ANIMATION PROJECT 2nd Season 02 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[171027] ANIMATION PROJECT 2nd Season 02 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9020
resource-b9ee9bd81367,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[171124] ANIMATION PROJECT 2nd Season 03 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[171124] ANIMATION PROJECT 2nd Season 03 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9030
resource-05043b7152d1,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[171222] ANIMATION PROJECT 2nd Season 04 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[171222] ANIMATION PROJECT 2nd Season 04 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9040
resource-079bd25e6cee,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[180126] ANIMATION PROJECT 2nd Season 05 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[180126] ANIMATION PROJECT 2nd Season 05 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9050
resource-03fc2aafd6bc,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[180223] ANIMATION PROJECT 2nd Season 06 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[180223] ANIMATION PROJECT 2nd Season 06 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9060
resource-beb967181f4a,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS ANIMATION PROJECT Hi-Res,[180323] ANIMATION PROJECT 2nd Season 07 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS ANIMATION PROJECT Hi-Res/[180323] ANIMATION PROJECT 2nd Season 07 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9070
resource-97626c481da7,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[170908] Cool jewelries! 001 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[170908] Cool jewelries! 001 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9080
resource-3e8dd924a5d0,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[170908] Cute jewelries! 001 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[170908] Cute jewelries! 001 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9090
resource-a3bfde71d329,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[170908] Passion jewelries! 001 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[170908] Passion jewelries! 001 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9100
resource-828fa13fd176,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[180511] Cool jewelries! 002 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[180511] Cool jewelries! 002 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9110
resource-886c5d23400d,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[180511] Cute jewelries! 002 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[180511] Cute jewelries! 002 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9120
resource-727c62fd37cf,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[180511] Passion jewelries! 002 [24bit_96kHz] (flac),,2018,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[180511] Passion jewelries! 002 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9130
resource-3cb0f1b2e934,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[190111] Cool jewelries! 003 [24bit_96kHz] (flac),,2019,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[190111] Cool jewelries! 003 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9140
resource-231e2c1374d5,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[190111] Cute jewelries! 003 [24bit_96kHz] (flac),,2019,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[190111] Cute jewelries! 003 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9150
resource-c8971ddc4cb4,灰姑娘女孩,Hi-Res,CINDERELLA GIRLS jewelries! Hi-Res,[190111] Passion jewelries! 003 [24bit_96kHz] (flac),,2019,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA GIRLS jewelries! Hi-Res/[190111] Passion jewelries! 003 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9160
resource-8d757818d50c,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170310] 001 ｢Never say never｣／渋谷凛 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170310] 001 ｢Never say never｣／渋谷凛 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9170
resource-61f67403cbbd,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170310] 002 ｢あんずのうた｣／双葉杏 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170310] 002 ｢あんずのうた｣／双葉杏 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9180
resource-d0d9a5f6e64e,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170310] 003 ｢ショコラ・ティアラ｣／三村かな子 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170310] 003 ｢ショコラ・ティアラ｣／三村かな子 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9190
resource-9672465cf21f,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170414] 004 ｢こいかぜ｣／高垣楓 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170414] 004 ｢こいかぜ｣／高垣楓 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9200
resource-9d4ab314efc0,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170414] 005 ｢DOKIDOKIリズム｣／城ヶ崎莉嘉 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170414] 005 ｢DOKIDOKIリズム｣／城ヶ崎莉嘉 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9210
resource-af000e2848dc,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170414] 006 ｢華蕾夢ミル狂詩曲 ~魂ノ導~｣／神崎蘭子 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170414] 006 ｢華蕾夢ミル狂詩曲 ~魂ノ導~｣／神崎蘭子 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9220
resource-189ab93f97a0,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170512] 007 ｢おねだり Shall We ~？｣／前川みく [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170512] 007 ｢おねだり Shall We ~？｣／前川みく [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9230
resource-13868d6e2cb8,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170512] 008 ｢ましゅまろ☆キッス｣／諸星きらり [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170512] 008 ｢ましゅまろ☆キッス｣／諸星きらり [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9240
resource-3814bb5bea41,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170512] 009 ｢TOKIMEKIエスカレート｣／城ヶ崎美嘉 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170512] 009 ｢TOKIMEKIエスカレート｣／城ヶ崎美嘉 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9250
resource-61fcd655e822,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170609] 010 ｢S(mile)ING!｣／島村卯月 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170609] 010 ｢S(mile)ING!｣／島村卯月 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9260
resource-bf83a83dea3c,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170609] 011 ｢Naked Romance｣／小日向美穂 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170609] 011 ｢Naked Romance｣／小日向美穂 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9270
resource-710a1c835e1d,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170609] 012 ｢Twilight Sky｣／多田李衣菜 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170609] 012 ｢Twilight Sky｣／多田李衣菜 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9280
resource-fe0491d2ccc4,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170714] 013 ｢アップルパイ・プリンセス｣／十時愛梨 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170714] 013 ｢アップルパイ・プリンセス｣／十時愛梨 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9290
resource-890a59bbc5d8,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170714] 014 ｢Angel Breeze｣／川島瑞樹 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170714] 014 ｢Angel Breeze｣／川島瑞樹 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9300
resource-d52bda38f695,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[170714] 015 ｢ミツボシ☆☆★｣／本田未央 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[170714] 015 ｢ミツボシ☆☆★｣／本田未央 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9310
resource-dfc2caf1fc0f,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171013] 016 ｢熱血乙女A｣／日野茜 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171013] 016 ｢熱血乙女A｣／日野茜 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9320
resource-0a9fa5865f41,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171013] 017 ｢Romantic Now｣／赤城みりあ [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171013] 017 ｢Romantic Now｣／赤城みりあ [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9330
resource-363d6f53de53,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171110] 018 ｢メルヘンデビュー!｣／安部菜々 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171110] 018 ｢メルヘンデビュー!｣／安部菜々 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9340
resource-787b9a5cff2d,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171110] 019 ｢ヴィーナスシンドローム｣／新田美波 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171110] 019 ｢ヴィーナスシンドローム｣／新田美波 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9350
resource-0376ab192083,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171110] 020 ｢To my darling...｣／輿水幸子 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171110] 020 ｢To my darling...｣／輿水幸子 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9360
resource-f40db47ea565,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171208] 021 ｢エヴリデイドリーム｣／佐久間まゆ [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171208] 021 ｢エヴリデイドリーム｣／佐久間まゆ [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9370
resource-d557b2eeb9f3,灰姑娘女孩,Hi-Res,CINDERELLA MASTER Character Song Hi-Res,[171208] 022 ｢小さな恋の密室事件｣／白坂小梅 [24bit_96kHz] (flac),,2017,ZIP Hi-Res,,/00-偶像大师 ALL IN ONE/2-灰姑娘女孩/Hi-Res/CINDERELLA MASTER Character Song Hi-Res/[171208] 022 ｢小さな恋の密室事件｣／白坂小梅 [24bit_96kHz] (flac).zip,,imas,永久,待分享,,9380
